,video_id,frame_id,right_arm_angle,left_arm_angle,right_leg_angle,left_leg_angle,waist_angle,Neck_delta_x,RShoulder_delta_x,RElbow_delta_x,RWrist_delta_x,LShoulder_delta_x,LElbow_delta_x,LWrist_delta_x,MidHip_delta_x,RHip_delta_x,RKnee_delta_x,LHip_delta_x,LKnee_delta_x,Neck_delta_y,RShoulder_delta_y,RElbow_delta_y,RWrist_delta_y,LShoulder_delta_y,LElbow_delta_y,LWrist_delta_y,MidHip_delta_y,RHip_delta_y,RKnee_delta_y,LHip_delta_y,LKnee_delta_y
0,0,0,164.45223430752222,170.53600093437475,178.3876296039992,176.93636165187854,86.62548923943497,0.4191436767578125,0.00275421142578125,0.0012969970703125,0.0005035400390625,0.859283447265625,0.00246429443359375,0.848052978515625,0.4358367919921875,0.01981353759765625,0.0205078125,0.846466064453125,0.01134490966796875,0.009124755859375,0.00511932373046875,0.4240875244140625,0.856781005859375,0.017536163330078125,0.428009033203125,0.4181671142578125,1.2865829467773438,0.43939208984375,0.8775711059570312,1.2925872802734375,1.2888336181640625
1,0,1,167.654281102013,172.90780689070985,178.38518314290673,173.08440380760422,92.33116768053928,0.007904052734375,0.01844024658203125,0.4295196533203125,0.0031280517578125,0.4170074462890625,0.00554656982421875,0.0049896240234375,0.00806427001953125,0.00469970703125,0.003082275390625,0.42052459716796875,0.406097412109375,0.00902557373046875,0.43856048583984375,0.41625213623046875,0.0045318603515625,0.005645751953125,0.8692550659179688,0.4222259521484375,0.4309234619140625,0.01096343994140625,0.00571441650390625,0.8592300415039062,0.0126495361328125
2,0,2,167.83685050554723,168.8882991188901,178.50290171392408,175.81086542728028,97.59684801370938,0.025054931640625,0.41822052001953125,0.42987060546875,0.4049530029296875,0.42380523681640625,0.01495361328125,0.43035125732421875,0.01239776611328125,0.0079345703125,0.00861358642578125,0.8546066284179688,0.021148681640625,0.00243377685546875,0.0074462890625,0.4108123779296875,0.42992401123046875,0.4149436950683594,0.4358367919921875,0.42193603515625,1.2990646362304688,0.8579559326171875,0.4315338134765625,1.2908096313476562,0.8640060424804688
3,0,3,168.84812305662962,169.45055703960819,179.20658257505576,175.3147221955823,100.55039409730973,0.0027008056640625,0.00258636474609375,0.4307098388671875,0.39293670654296875,0.01128387451171875,0.3956298828125,0.433380126953125,0.0006103515625,0.41204071044921875,0.0028533935546875,0.0082550048828125,0.00437164306640625,0.42356109619140625,0.420196533203125,0.8510589599609375,0.4264068603515625,0.4359283447265625,0.8491973876953125,0.0113677978515625,0.0046234130859375,0.41596221923828125,0.01602935791015625,0.00907135009765625,0.42047119140625
4,0,4,159.7750828663089,167.4646091338502,177.98557055361402,175.34168456962965,102.8777673812187,0.00025177001953125,0.00098419189453125,1.2851333618164062,0.39394378662109375,0.003875732421875,0.4193572998046875,0.00142669677734375,0.0022430419921875,0.4071044921875,0.0110626220703125,0.00943756103515625,0.00054931640625,0.4308013916015625,0.43631744384765625,0.4233856201171875,0.00461578369140625,0.44091796875,1.7041702270507812,0.01857757568359375,0.001220703125,0.0016937255859375,0.420166015625,0.00182342529296875,0.01407623291015625
5,0,5,159.31616694190538,165.07167911137844,175.59672203625598,176.58795461699782,96.11857244546773,0.00174713134765625,0.0002899169921875,0.01515960693359375,0.01735687255859375,0.0069427490234375,0.010589599609375,0.41419219970703125,0.006744384765625,0.41082000732421875,0.41565704345703125,0.4265289306640625,0.00818634033203125,0.00229644775390625,0.8525466918945312,0.0183258056640625,0.00666046142578125,0.007396697998046875,0.8557968139648438,0.42493438720703125,0.42938995361328125,0.0052642822265625,0.008758544921875,0.42220306396484375,0.4381561279296875
6,0,6,156.90567008219986,164.1034867038297,176.0865346428933,179.2783132949184,86.65764323377539,0.40836334228515625,0.00336456298828125,0.41326904296875,0.00218963623046875,0.41989898681640625,0.01387786865234375,0.00872802734375,0.414306640625,0.01725006103515625,0.00441741943359375,0.8498992919921875,0.01802825927734375,0.01149749755859375,0.424835205078125,0.410614013671875,0.0079193115234375,0.8547744750976562,1.2885589599609375,0.4053497314453125,1.2894515991210938,0.44384765625,0.8487319946289062,0.8660736083984375,0.00603485107421875
7,0,7,156.1723466116236,165.43608655818582,174.55762193978822,178.7475837627127,85.47125123850596,0.4367218017578125,0.013401031494140625,0.01775360107421875,0.01136016845703125,0.03556060791015625,0.011932373046875,0.42026519775390625,0.00063323974609375,0.00345611572265625,0.008453369140625,0.00445556640625,0.00321197509765625,0.022003173828125,0.43695831298828125,0.00373077392578125,0.416656494140625,0.4257354736328125,0.0023956298828125,0.438323974609375,0.00257110595703125,7.62939453125e-05,0.42827606201171875,0.42626953125,0.40668487548828125
8,0,8,156.0143802633419,163.48129981682558,176.20330123326437,179.14457826657676,85.02731849317279,0.00153350830078125,0.004650115966796875,0.0142364501953125,0.0176544189453125,0.4100799560546875,0.0141448974609375,0.01092529296875,0.00337982177734375,0.421722412109375,0.00826263427734375,0.00307464599609375,0.009521484375,0.00362396240234375,0.006072998046875,0.43419647216796875,0.42303466796875,0.002170562744140625,0.00994110107421875,0.011749267578125,0.437744140625,0.43302154541015625,0.8618927001953125,1.2850494384765625,0.4456939697265625
9,0,9,154.0402053113994,160.37949784693302,175.94836707925876,179.5525620603833,85.33911596948724,0.0164794921875,0.003936767578125,0.00531768798828125,0.00855255126953125,0.8612518310546875,0.00580596923828125,0.42746734619140625,0.003021240234375,0.41970062255859375,0.006072998046875,0.00286102294921875,0.0006256103515625,0.42171478271484375,0.00662994384765625,0.41449737548828125,0.4214935302734375,0.8484039306640625,0.41997528076171875,0.8591537475585938,0.00545501708984375,0.00742340087890625,0.43776702880859375,0.0052337646484375,0.420013427734375
10,0,10,155.0895283332678,166.66100168439812,175.96931716464618,179.02121439846573,84.79326511428785,0.0110321044921875,0.00139617919921875,0.00673675537109375,0.00067138671875,0.8480377197265625,0.0086517333984375,0.42656707763671875,0.0067596435546875,0.42243194580078125,0.00408935546875,0.002685546875,0.004058837890625,0.00677490234375,0.0012664794921875,0.41628265380859375,0.0022125244140625,0.41724395751953125,0.00804901123046875,0.42755889892578125,0.0038604736328125,0.00220489501953125,0.00719451904296875,0.41793060302734375,0.4136962890625
